gene,geneLabel,ensemble_symbol,protein,proteinLabel
http://www.wikidata.org/entity/Q18041304,ESRP1,ENSG00000104413,http://www.wikidata.org/entity/Q21132132,Epithelial splicing regulatory protein 1
http://www.wikidata.org/entity/Q18041388,CHCHD3,ENSG00000106554,http://www.wikidata.org/entity/Q21112573,Coiled-coil-helix-coiled-coil-helix domain containing 3
http://www.wikidata.org/entity/Q18041448,HCFC1R1,ENSG00000103145,http://www.wikidata.org/entity/Q21133244,Host cell factor C1 regulator 1
http://www.wikidata.org/entity/Q18026478,RAPGEF1,ENSG00000107263,http://www.wikidata.org/entity/Q21104809,Rap guanine nucleotide exchange factor 1
http://www.wikidata.org/entity/Q18026714,GYS2,ENSG00000111713,http://www.wikidata.org/entity/Q21119061,Glycogen synthase 2
http://www.wikidata.org/entity/Q18026887,HGFAC,ENSG00000109758,http://www.wikidata.org/entity/Q21201775,HGF activator
http://www.wikidata.org/entity/Q18027359,HSPA9,ENSG00000113013,http://www.wikidata.org/entity/Q21110109,Heat shock protein family A (Hsp70) member 9
http://www.wikidata.org/entity/Q18027359,HSPA9,ENSG00000113013,http://www.wikidata.org/entity/Q21151186,"Stress-70 protein, mitochondrial"
http://www.wikidata.org/entity/Q18028386,KRT32,ENSG00000108759,http://www.wikidata.org/entity/Q21118521,Keratin 32
http://www.wikidata.org/entity/Q18028841,MAN1A1,ENSG00000111885,http://www.wikidata.org/entity/Q21121647,Mannosidase alpha class 1A member 1
http://www.wikidata.org/entity/Q18029730,MYH1,ENSG00000109061,http://www.wikidata.org/entity/Q21173680,Myosin heavy chain 1
http://www.wikidata.org/entity/Q18029839,NAGLU,ENSG00000108784,http://www.wikidata.org/entity/Q21138106,Alpha-N-acetylglucosaminidase
http://www.wikidata.org/entity/Q18029839,NAGLU,ENSG00000108784,http://www.wikidata.org/entity/Q22678008,N-acetyl-alpha-glucosaminidase
http://www.wikidata.org/entity/Q18029959,NDUFC1,ENSG00000109390,http://www.wikidata.org/entity/Q21123037,NADH:ubiquinone oxidoreductase subunit C1
http://www.wikidata.org/entity/Q18030180,CNOT2,ENSG00000111596,http://www.wikidata.org/entity/Q21109876,CCR4-NOT transcription complex subunit 2
http://www.wikidata.org/entity/Q18030180,CNOT2,ENSG00000111596,http://www.wikidata.org/entity/Q21139302,CCR4-NOT transcription complex subunit 2
http://www.wikidata.org/entity/Q18030316,P2RX3,ENSG00000109991,http://www.wikidata.org/entity/Q21118920,Purinergic receptor P2X 3
http://www.wikidata.org/entity/Q18030469,PF4V1,ENSG00000109272,http://www.wikidata.org/entity/Q21158703,Platelet factor 4 variant 1
http://www.wikidata.org/entity/Q18030475,PFDN1,ENSG00000113068,http://www.wikidata.org/entity/Q21158699,Prefoldin subunit 1
http://www.wikidata.org/entity/Q18030484,PFKFB4,ENSG00000114268,http://www.wikidata.org/entity/Q21106044,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4"
http://www.wikidata.org/entity/Q18030490,PFN1,ENSG00000108518,http://www.wikidata.org/entity/Q21134471,Profilin 1
http://www.wikidata.org/entity/Q18030664,POU2AF1,ENSG00000110777,http://www.wikidata.org/entity/Q21109090,POU class 2 homeobox associating factor 1
http://www.wikidata.org/entity/Q18030664,POU2AF1,ENSG00000110777,http://www.wikidata.org/entity/Q21140470,POU domain class 2-associating factor 1
http://www.wikidata.org/entity/Q18030714,PPP2CA,ENSG00000113575,http://www.wikidata.org/entity/Q21114999,Protein phosphatase 2 catalytic subunit alpha
http://www.wikidata.org/entity/Q18030758,PRKAB1,ENSG00000111725,http://www.wikidata.org/entity/Q21115204,Protein kinase AMP-activated non-catalytic subunit beta 1
http://www.wikidata.org/entity/Q18030758,PRKAB1,ENSG00000111725,http://www.wikidata.org/entity/Q21149293,"Protein kinase, AMP-activated, beta 1 non-catalytic subunit, isoform CRA_a"
http://www.wikidata.org/entity/Q18030929,PTPN6,ENSG00000111679,http://www.wikidata.org/entity/Q21100543,Protein tyrosine phosphatase non-receptor type 6
http://www.wikidata.org/entity/Q18030929,PTPN6,ENSG00000111679,http://www.wikidata.org/entity/Q21150424,Tyrosine-protein phosphatase non-receptor type 6
http://www.wikidata.org/entity/Q18031015,RAD51C,ENSG00000108384,http://www.wikidata.org/entity/Q21124263,RAD51 paralog C
http://www.wikidata.org/entity/Q18031015,RAD51C,ENSG00000108384,http://www.wikidata.org/entity/Q21140863,DNA repair protein RAD51 homolog 3
http://www.wikidata.org/entity/Q18031254,RPL28,ENSG00000108107,http://www.wikidata.org/entity/Q4641656,Ribosomal protein L28
http://www.wikidata.org/entity/Q18031477,SH3GL2,ENSG00000107295,http://www.wikidata.org/entity/Q21113755,"SH3 domain containing GRB2 like 2, endophilin A1"
http://www.wikidata.org/entity/Q18031881,MLX,ENSG00000108788,http://www.wikidata.org/entity/Q21117569,MAX dimerization protein MLX
http://www.wikidata.org/entity/Q18031881,MLX,ENSG00000108788,http://www.wikidata.org/entity/Q21150849,Max-like protein X
http://www.wikidata.org/entity/Q18032283,UGT2B10,ENSG00000109181,http://www.wikidata.org/entity/Q21134246,UDP glucuronosyltransferase family 2 member B10
http://www.wikidata.org/entity/Q18032291,USP4,ENSG00000114316,http://www.wikidata.org/entity/Q21172766,Ubiquitin specific peptidase 4
http://www.wikidata.org/entity/Q18032391,XPNPEP1,ENSG00000108039,http://www.wikidata.org/entity/Q21124003,X-prolyl aminopeptidase 1
http://www.wikidata.org/entity/Q18032407,YWHAE,ENSG00000108953,http://www.wikidata.org/entity/Q21109282,Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon
http://www.wikidata.org/entity/Q18032407,YWHAE,ENSG00000108953,http://www.wikidata.org/entity/Q21149381,14-3-3 protein epsilon
http://www.wikidata.org/entity/Q18032657,ST8SIA4,ENSG00000113532,http://www.wikidata.org/entity/Q21136052,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4"
http://www.wikidata.org/entity/Q18033867,SYNGR2,ENSG00000108639,http://www.wikidata.org/entity/Q21135420,Synaptogyrin 2
http://www.wikidata.org/entity/Q18033918,LGI1,ENSG00000108231,http://www.wikidata.org/entity/Q21119292,Leucine rich glioma inactivated 1
http://www.wikidata.org/entity/Q18034016,EFTUD2,ENSG00000108883,http://www.wikidata.org/entity/Q21118377,Elongation factor Tu GTP binding domain containing 2
http://www.wikidata.org/entity/Q18034016,EFTUD2,ENSG00000108883,http://www.wikidata.org/entity/Q21139512,116 kDa U5 small nuclear ribonucleoprotein component
http://www.wikidata.org/entity/Q18034036,SLC9A3R1,ENSG00000109062,http://www.wikidata.org/entity/Q21112493,SLC9A3 regulator 1
http://www.wikidata.org/entity/Q18034036,SLC9A3R1,ENSG00000109062,http://www.wikidata.org/entity/Q21142494,Na(+)/H(+) exchange regulatory cofactor NHE-RF1
http://www.wikidata.org/entity/Q18034322,PIGL,ENSG00000108474,http://www.wikidata.org/entity/Q21123756,Phosphatidylinositol glycan anchor biosynthesis class L
http://www.wikidata.org/entity/Q18034322,PIGL,ENSG00000108474,http://www.wikidata.org/entity/Q21150845,N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase
http://www.wikidata.org/entity/Q18034389,GOSR2,ENSG00000108433,http://www.wikidata.org/entity/Q21132648,Golgi SNAP receptor complex member 2
http://www.wikidata.org/entity/Q18034643,RIPOR2,ENSG00000111913,http://www.wikidata.org/entity/Q21105989,RHO family interacting cell polarization regulator 2
http://www.wikidata.org/entity/Q18035159,SLC17A2,ENSG00000112337,http://www.wikidata.org/entity/Q21109077,Solute carrier family 17 member 2
http://www.wikidata.org/entity/Q18035272,APBB3,ENSG00000113108,http://www.wikidata.org/entity/Q21111487,Amyloid beta precursor protein binding family B member 3
http://www.wikidata.org/entity/Q18035272,APBB3,ENSG00000113108,http://www.wikidata.org/entity/Q21148889,"Amyloid beta (A4) protein-binding, family B, member 3"
http://www.wikidata.org/entity/Q18035432,VAT1,ENSG00000108828,http://www.wikidata.org/entity/Q21137539,Synaptic vesicle membrane protein VAT-1 homolog
http://www.wikidata.org/entity/Q18035432,VAT1,ENSG00000108828,http://www.wikidata.org/entity/Q21149607,"Vesicle amine transport protein 1 homolog (T californica), isoform CRA_a"
http://www.wikidata.org/entity/Q18035432,VAT1,ENSG00000108828,http://www.wikidata.org/entity/Q21175131,Vesicle amine transport 1
http://www.wikidata.org/entity/Q18035951,SUB1,ENSG00000113387,http://www.wikidata.org/entity/Q21132962,SUB1 regulator of transcription
http://www.wikidata.org/entity/Q18035951,SUB1,ENSG00000113387,http://www.wikidata.org/entity/Q21143949,Activated RNA polymerase II transcriptional coactivator p15
http://www.wikidata.org/entity/Q18035963,EHD1,ENSG00000110047,http://www.wikidata.org/entity/Q21097347,EH domain containing 1
http://www.wikidata.org/entity/Q18035963,EHD1,ENSG00000110047,http://www.wikidata.org/entity/Q21141766,EH domain-containing protein 1
http://www.wikidata.org/entity/Q18035969,C11orf58,ENSG00000110696,http://www.wikidata.org/entity/Q21438899,Chromosome 11 open reading frame 58
http://www.wikidata.org/entity/Q18035993,ASCC3,ENSG00000112249,http://www.wikidata.org/entity/Q21150613,Activating signal cointegrator 1 complex subunit 3
http://www.wikidata.org/entity/Q18035993,ASCC3,ENSG00000112249,http://www.wikidata.org/entity/Q21173285,Activating signal cointegrator 1 complex subunit 3
http://www.wikidata.org/entity/Q18036054,TENT4A,ENSG00000112941,http://www.wikidata.org/entity/Q21123703,Terminal nucleotidyltransferase 4A
http://www.wikidata.org/entity/Q18036125,KRR1,ENSG00000111615,http://www.wikidata.org/entity/Q21113569,KRR1 small subunit processome component homolog
http://www.wikidata.org/entity/Q18036159,HHLA2,ENSG00000114455,http://www.wikidata.org/entity/Q21113397,HERV-H LTR-associating 2
http://www.wikidata.org/entity/Q18036376,ANXA10,ENSG00000109511,http://www.wikidata.org/entity/Q21130012,Annexin A10
http://www.wikidata.org/entity/Q18036447,PRR4,ENSG00000111215,http://www.wikidata.org/entity/Q21123785,Proline rich 4
http://www.wikidata.org/entity/Q18036527,RAB11FIP2,ENSG00000107560,http://www.wikidata.org/entity/Q21125021,RAB11 family interacting protein 2
http://www.wikidata.org/entity/Q18036610,DKK1,ENSG00000107984,http://www.wikidata.org/entity/Q21112227,Dickkopf WNT signaling pathway inhibitor 1
http://www.wikidata.org/entity/Q18036712,EXPH5,ENSG00000110723,http://www.wikidata.org/entity/Q21115878,Exophilin 5
http://www.wikidata.org/entity/Q18036712,EXPH5,ENSG00000110723,http://www.wikidata.org/entity/Q21151807,Exophilin-5
http://www.wikidata.org/entity/Q18036728,MRPS27,ENSG00000113048,http://www.wikidata.org/entity/Q21127127,Mitochondrial ribosomal protein S27
http://www.wikidata.org/entity/Q18036728,MRPS27,ENSG00000113048,http://www.wikidata.org/entity/Q21143177,"28S ribosomal protein S27, mitochondrial"
http://www.wikidata.org/entity/Q18037019,TBC1D12,ENSG00000108239,http://www.wikidata.org/entity/Q21123459,TBC1 domain family member 12
http://www.wikidata.org/entity/Q18037121,FNBP4,ENSG00000109920,http://www.wikidata.org/entity/Q21107340,Formin binding protein 4
http://www.wikidata.org/entity/Q18037121,FNBP4,ENSG00000109920,http://www.wikidata.org/entity/Q21139598,Formin-binding protein 4
http://www.wikidata.org/entity/Q18037182,HARS2,ENSG00000112855,http://www.wikidata.org/entity/Q21105316,"Histidyl-tRNA synthetase 2, mitochondrial"
http://www.wikidata.org/entity/Q18037222,BICRAL,ENSG00000112624,http://www.wikidata.org/entity/Q21119014,BRD4 interacting chromatin remodeling complex associated protein like
http://www.wikidata.org/entity/Q18037285,ZNF346,ENSG00000113761,http://www.wikidata.org/entity/Q21130600,Zinc finger protein 346
http://www.wikidata.org/entity/Q18037913,SENP6,ENSG00000112701,http://www.wikidata.org/entity/Q21122804,SUMO specific peptidase 6
http://www.wikidata.org/entity/Q18037913,SENP6,ENSG00000112701,http://www.wikidata.org/entity/Q21148321,Sentrin-specific protease 6
http://www.wikidata.org/entity/Q18038140,NAT9,ENSG00000109065,http://www.wikidata.org/entity/Q21133191,N-acetyltransferase 9 (putative)
http://www.wikidata.org/entity/Q18038140,NAT9,ENSG00000109065,http://www.wikidata.org/entity/Q21145441,N-acetyltransferase 9
http://www.wikidata.org/entity/Q18038526,CHORDC1,ENSG00000110172,http://www.wikidata.org/entity/Q21106769,Cysteine and histidine rich domain containing 1
http://www.wikidata.org/entity/Q18039880,RNF141,ENSG00000110315,http://www.wikidata.org/entity/Q21135038,Ring finger protein 141
http://www.wikidata.org/entity/Q18039910,EXOSC3,ENSG00000107371,http://www.wikidata.org/entity/Q21115795,Exosome component 3
http://www.wikidata.org/entity/Q18040066,TUBD1,ENSG00000108423,http://www.wikidata.org/entity/Q21126549,Tubulin delta 1
http://www.wikidata.org/entity/Q18040131,MRPL51,ENSG00000111639,http://www.wikidata.org/entity/Q21120537,Mitochondrial ribosomal protein L51
http://www.wikidata.org/entity/Q18040135,MRPL27,ENSG00000108826,http://www.wikidata.org/entity/Q21130413,Mitochondrial ribosomal protein L27
http://www.wikidata.org/entity/Q18040135,MRPL27,ENSG00000108826,http://www.wikidata.org/entity/Q21150571,"39S ribosomal protein L27, mitochondrial"
http://www.wikidata.org/entity/Q18040172,TIMMDC1,ENSG00000113845,http://www.wikidata.org/entity/Q21114485,Translocase of inner mitochondrial membrane domain containing 1
http://www.wikidata.org/entity/Q18040392,NT5DC3,ENSG00000111696,http://www.wikidata.org/entity/Q21123153,5'-nucleotidase domain containing 3
http://www.wikidata.org/entity/Q18040392,NT5DC3,ENSG00000111696,http://www.wikidata.org/entity/Q21150570,5'-nucleotidase domain-containing protein 3
http://www.wikidata.org/entity/Q18041217,SLC35F2,ENSG00000110660,http://www.wikidata.org/entity/Q21121281,Solute carrier family 35 member F2
http://www.wikidata.org/entity/Q18041330,TMEM104,ENSG00000109066,http://www.wikidata.org/entity/Q21134421,Transmembrane protein 104
http://www.wikidata.org/entity/Q18041330,TMEM104,ENSG00000109066,http://www.wikidata.org/entity/Q21149703,Transmembrane protein 104
http://www.wikidata.org/entity/Q18041357,RNF43,ENSG00000108375,http://www.wikidata.org/entity/Q21116523,Ring finger protein 43
http://www.wikidata.org/entity/Q18041409,SLC41A3,ENSG00000114544,http://www.wikidata.org/entity/Q21119579,Solute carrier family 41 member 3
http://www.wikidata.org/entity/Q18041409,SLC41A3,ENSG00000114544,http://www.wikidata.org/entity/Q21137004,"Solute carrier family 41, member 3, isoform CRA_a"
http://www.wikidata.org/entity/Q18041608,TMEM33,ENSG00000109133,http://www.wikidata.org/entity/Q21134619,Transmembrane protein 33
http://www.wikidata.org/entity/Q18041608,TMEM33,ENSG00000109133,http://www.wikidata.org/entity/Q21142836,Transmembrane protein 33
http://www.wikidata.org/entity/Q18041856,SOX6,ENSG00000110693,http://www.wikidata.org/entity/Q21136017,SRY-box transcription factor 6
http://www.wikidata.org/entity/Q18041138,PAF1,ENSG00000006712,http://www.wikidata.org/entity/Q21117097,"PAF1 homolog, Paf1/RNA polymerase II complex component"
http://www.wikidata.org/entity/Q18041140,HES2,ENSG00000069812,http://www.wikidata.org/entity/Q21120609,Hes family bHLH transcription factor 2
http://www.wikidata.org/entity/Q18041341,ST7L,ENSG00000007341,http://www.wikidata.org/entity/Q21122148,Suppression of tumorigenicity 7 like
http://www.wikidata.org/entity/Q18041352,NSUN2,ENSG00000037474,http://www.wikidata.org/entity/Q21123630,NOP2/Sun RNA methyltransferase 2
http://www.wikidata.org/entity/Q18041595,UBR7,ENSG00000012963,http://www.wikidata.org/entity/Q21136468,Ubiquitin protein ligase E3 component n-recognin 7
http://www.wikidata.org/entity/Q18041595,UBR7,ENSG00000012963,http://www.wikidata.org/entity/Q21137065,Putative E3 ubiquitin-protein ligase UBR7
http://www.wikidata.org/entity/Q18041612,CENPQ,ENSG00000031691,http://www.wikidata.org/entity/Q21173222,Centromere protein Q
http://www.wikidata.org/entity/Q18041726,MCOLN3,ENSG00000055732,http://www.wikidata.org/entity/Q21113640,Mucolipin 3
http://www.wikidata.org/entity/Q18041852,IL17RB,ENSG00000056736,http://www.wikidata.org/entity/Q21103411,Interleukin 17 receptor B
http://www.wikidata.org/entity/Q18041881,ZCCHC8,ENSG00000033030,http://www.wikidata.org/entity/Q21100475,Zinc finger CCHC-type containing 8
http://www.wikidata.org/entity/Q18042017,NUP133,ENSG00000069248,http://www.wikidata.org/entity/Q21109736,Nucleoporin 133
http://www.wikidata.org/entity/Q18042040,PRR11,ENSG00000068489,http://www.wikidata.org/entity/Q21122581,Proline rich 11
http://www.wikidata.org/entity/Q18042040,PRR11,ENSG00000068489,http://www.wikidata.org/entity/Q21141074,"Proline rich 11, isoform CRA_a"
http://www.wikidata.org/entity/Q18042042,TDP1,ENSG00000042088,http://www.wikidata.org/entity/Q21139609,Tyrosyl-DNA phosphodiesterase 1
http://www.wikidata.org/entity/Q18042046,ZNF839,ENSG00000022976,http://www.wikidata.org/entity/Q21202302,Zinc finger protein 839
http://www.wikidata.org/entity/Q18042073,FOXJ2,ENSG00000065970,http://www.wikidata.org/entity/Q21110144,Forkhead box J2
http://www.wikidata.org/entity/Q18042109,ZC3H15,ENSG00000065548,http://www.wikidata.org/entity/Q21110877,Zinc finger CCCH-type containing 15
http://www.wikidata.org/entity/Q18042954,CAMK1G,ENSG00000008118,http://www.wikidata.org/entity/Q21113548,Calcium/calmodulin dependent protein kinase IG
http://www.wikidata.org/entity/Q18043175,CRAMP1,ENSG00000007545,http://www.wikidata.org/entity/Q21416875,Cramped chromatin regulator homolog 1
http://www.wikidata.org/entity/Q18043193,FNIP2,ENSG00000052795,http://www.wikidata.org/entity/Q21118161,Folliculin interacting protein 2
http://www.wikidata.org/entity/Q18045417,ELAC2,ENSG00000006744,http://www.wikidata.org/entity/Q21120562,ElaC ribonuclease Z 2
http://www.wikidata.org/entity/Q18045675,ZDHHC6,ENSG00000023041,http://www.wikidata.org/entity/Q21124768,Zinc finger DHHC-type palmitoyltransferase 6
http://www.wikidata.org/entity/Q18045839,GPBP1,ENSG00000062194,http://www.wikidata.org/entity/Q21207330,GC-rich promoter binding protein 1
http://www.wikidata.org/entity/Q18047024,STMN4,ENSG00000015592,http://www.wikidata.org/entity/Q21127314,Stathmin 4
http://www.wikidata.org/entity/Q18047331,STARD3NL,ENSG00000010270,http://www.wikidata.org/entity/Q21117724,STARD3 N-terminal like
http://www.wikidata.org/entity/Q18049102,OSBPL7,ENSG00000006025,http://www.wikidata.org/entity/Q21121788,Oxysterol binding protein like 7
